gene,importance
AT1G09900,0.0009799137441854028
AT5G63400,0.0009798059277560656
AT5G66400,0.0009797819772377151
AT3G48390,0.0009796175848039847
AT3G15940,0.0009785955001841758
AT5G66730,0.000978581224738068
AT3G51290,0.0009784267372945383
AT3G11640,0.000978362914044933
AT3G59920,0.000978301720225099
AT2G24150,0.0009779928852966103
AT4G17720,0.0009778936001578276
AT3G25460,0.0009777317468375904
AT5G27850,0.0009776331309257317
AT5G55430,0.000977388358858408
AT5G15200,0.0009772244182478303
AT5G17630,0.0009770249817859311
AT1G49600,0.0009768889930329133
AT1G33040,0.0009768623534495695
AT4G31040,0.0009766826847283747
AT3G44430,0.0009766208798892772
AT1G17840,0.0009765358046496647
AT2G45040,0.000976263159965946
AT3G61110,0.0009758418062672349
AT5G64650,0.0009755481265094342
AT5G03850,0.0009753012541929095
AT2G45240,0.0009752444785141351
AT1G61980,0.0009752128063627413
AT1G75640,0.0009750471819896557
AT1G07473,0.000974840375696474
AT5G18500,0.0009744487177135564
AT4G36670,0.0009743839878473973
AT1G13195,0.0009743332040118189
AT2G29540,0.0009740790359317059
AT5G42320,0.0009732537175664277
AT4G07950,0.0009724753953942357
AT1G01240,0.0009722891229586499
AT3G61100,0.0009722758078641152
AT3G45930,0.0009721645528540498
AT4G29010,0.0009721173344219039
AT5G47160,0.0009720562209369309
AT5G54970,0.0009720207087377298
AT3G13720,0.0009719216282467676
AT2G17280,0.000971487960173996
AT3G57670,0.0009714543912080824
AT1G20630,0.0009714309715583354
AT4G03520,0.0009712397207559788
AT1G80380,0.0009705392872955933
AT5G04740,0.0009704730711078648
AT1G80270,0.0009703249795822121
AT5G17600,0.0009701729785648022
AT1G62200,0.0009700697655141165
AT5G50870,0.0009699492201192859
AT5G44080,0.0009694682221264354
AT1G35620,0.0009692407499722874
AT1G55805,0.0009690692017954197
AT1G72370,0.0009689872349093703
AT2G19280,0.000968898607851183
AT2G04900,0.0009687018703810086
AT5G26040,0.0009684709485220912
AT1G32710,0.0009681552722593298
AT5G13030,0.0009681180669033467
AT1G43980,0.0009680765492070166
AT1G10850,0.0009671585612983408
AT5G55500,0.0009671219632775917
AT3G62630,0.0009668933410386119
AT3G13510,0.0009664537157064681
AT3G63450,0.0009662908504179552
AT1G35320,0.0009661564723915668
AT5G43250,0.0009661518743547576
AT3G52500,0.0009660897011127429
AT5G50810,0.0009659548756840368
AT1G11915,0.000965947711168305
AT5G46110,0.0009658066547568592
AT2G38970,0.0009656250591042062
AT3G57450,0.0009655753696555437
AT2G20790,0.0009655388711496327
AT4G24390,0.0009651795999391802
AT4G16210,0.0009651559011206102
AT1G62045,0.0009650355428744615
AT5G02050,0.0009650329406259182
AT5G66550,0.0009649803648670381
AT1G58030,0.0009649293991958386
AT3G48880,0.0009648843506856562
AT4G10450,0.0009648756511270694
AT1G19580,0.0009647097915287212
AT4G03150,0.0009646209833083992
AT4G27320,0.000964141443454295
AT5G47570,0.0009636462870926325
AT1G17080,0.000963523106972239
AT3G22740,0.000963495605694472
AT1G77120,0.0009633945380381745
AT3G42170,0.000963372312497408
AT4G02080,0.0009632366745330428
AT5G42570,0.000963205744068822
AT3G17650,0.0009629112926954285
AT1G01130,0.0009625985902731154
AT5G23860,0.0009625805674498028
AT5G51310,0.0009623090261328211
AT1G54220,0.0009621929301242226
AT4G24990,0.000962177824038906
AT2G42750,0.0009621265711803637
AT1G63120,0.0009617075902497163
AT4G12210,0.0009615986868590846
AT3G12320,0.0009611479123220847
AT3G18190,0.0009611334337276713
AT4G31490,0.0009606934531630147
AT1G19000,0.0009605853669159565
AT1G26880,0.0009597224663041202
AT3G08980,0.000959698488800256
AT1G52530,0.0009596847744490597
AT5G18790,0.0009596694944775663
AT2G38120,0.0009595652700687724
AT5G17990,0.000959430671299961
AT1G72200,0.0009590517555680671
AT2G20930,0.0009589895433904692
AT3G57120,0.0009587965153203393
AT4G28950,0.0009584629263867377
AT3G15210,0.0009584367627799629
AT2G45190,0.0009583190128264678
AT2G26500,0.0009581422053065292
AT5G41350,0.0009579244821297029
AT2G26975,0.0009579042567174493
AT3G61790,0.0009578515628508964
AT5G27770,0.0009574943363572224
AT5G41520,0.0009574676510919169
AT1G19880,0.000957328395526031
AT1G12060,0.0009571742298421553
AT4G19590,0.0009569912985332135
AT2G40316,0.0009568957513370669
AT5G66530,0.0009568063836969152
AT3G13790,0.0009566755466902912
AT5G35660,0.0009564953181348134
AT5G63160,0.0009561676691456468
AT5G35735,0.0009560961112537704
AT2G44830,0.0009559699378366497
AT5G32450,0.0009559305564167355
AT3G16890,0.0009558769000975615
AT1G17100,0.0009558490530736567
AT1G78110,0.0009555609972439809
AT3G60870,0.0009554858524316393
AT4G01310,0.0009552789461746284
AT1G56590,0.000955049935661999
AT3G09200,0.0009550431632651223
AT5G59170,0.0009549454272519718
AT1G03090,0.0009547305576406755
AT1G24909,0.0009545111834201255
AT1G22510,0.0009544151836064573
AT1G44760,0.0009540326741271317
AT1G67785,0.0009537826853018118
AT3G12760,0.0009535281849222676
AT1G74200,0.0009534935238719564
AT1G49730,0.0009534900478062314
AT1G54580,0.0009533245195863073
AT4G11060,0.0009532705404540771
AT3G15380,0.0009530313700567224
AT5G16130,0.0009530157560358837
AT4G14420,0.0009529197662611952
AT3G02050,0.0009528658451524245
AT5G23900,0.0009527407004313743
AT1G48130,0.0009527065909262806
AT4G12600,0.0009527023481219842
AT1G05190,0.0009526391940993033
AT1G04170,0.0009526300871791907
AT1G76070,0.0009522313283221454
AT1G55890,0.0009521677157299334
AT3G48610,0.0009521487389272668
AT2G29020,0.0009520102455870166
AT5G27330,0.0009519964689757274
